"Level","Role","Label en","Additional Label","Technical Name","Abstract","Type name short","Period type","Balance","Substitution Group","References"
"4","[303050] E3-5 Anticipated financial effects from material water and marine resources-related risks and opportunities","Description of effects considered, related impacts and dependencies and time horizons in which they are likely to materialise (water and marine resources) [text block]","","esrs:DescriptionOfEffectsConsideredRelatedImpactsAndDependenciesAndTimeHorizonsInWhichTheyAreLikelyToMaterialiseWaterAndMarineResourcesExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: 33; Subparagraph: b; Section: E3-5"
"1","[304002] E4.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model","Material impacts, risks and opportunities and their interaction with strategy and business model (E4) - general [abstract]","","esrs:MaterialImpactsRisksAndOpportunitiesAndTheirInteractionWithStrategyAndBusinessModelE4GeneralAbstract","True","string","Duration","-","Item",""
"2","[304002] E4.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model","Description of material impacts resulting from materiality assessment [text block]","","esrs:DescriptionOfMaterialImpactsResultingFromMaterialityAssessmentExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 48; Subparagraph: a; Section: SBM-3, Name: ESRS; Number: E4; Paragraph: 16; Section: SBM-3"
"3","[304002] E4.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model","Material impacts, risks and opportunities and their interaction with strategy and business model (E4) [abstract]","","esrs:MaterialImpactsRisksAndOpportunitiesAndTheirInteractionWithStrategyAndBusinessModelE4Abstract","True","string","Duration","-","Item",""
"4","[304002] E4.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model","Material impacts, risks and opportunities and their interaction with strategy and business model (E4) [table]","","esrs:MaterialImpactsRisksAndOpportunitiesAndTheirInteractionWithStrategyAndBusinessModelE4Table","True","string","Duration","-","HypercubeItem",""
"5","[304002] E4.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model","Identifier of impact, risk and opportunity [typed axis]","","esrs:IdentifierOfImpactRiskAndOpportunityTypedAxis","True","string","Duration","-","DimensionItem",""
"5","[304002] E4.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model","Topical ESRS [axis]","","esrs:TopicalESRSAxis","True","string","Duration","-","DimensionItem",""
"6","[304002] E4.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model","All topics / topic unspecified / NA [member]","","esrs:TopicTopicUnspecifiedMember","True","domain","Duration","-","Item",""
"7","[304002] E4.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model","ESRS E4 Biodiversity and ecosystems [member]","","esrs:ESRSE4BiodiversityAndEcosystemsMember","True","domain","Duration","-","Item",""
"4","[304002] E4.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model","Material impacts, risks and opportunities and their interaction with strategy and business model (E4) [line items]","","esrs:MaterialImpactsRisksAndOpportunitiesAndTheirInteractionWithStrategyAndBusinessModelE4LineItems","True","string","Duration","-","Item",""
"5","[304002] E4.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model","Disclosure of list of material sites in own operations based on results of identification and assessment of actual and potential impacts on biodiversity and ecosystems [text block]","","esrs:DisclosureOfListOfMaterialSitesInOwnOperationsBasedOnResultsOfIdentificationAndAssessmentOfActualAndPotentialImpactsOnBiodiversityAndEcosystemsExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: E4; Paragraph: 16; Subparagraph: a; Section: SBM-3, Name: ESRS; Number: E4; Paragraph: 16; Subparagraph: a; Clause: ii; Section: SBM-3"
"5","[304002] E4.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model","Disclosure of activities negatively affecting biodiversity sensitive areas [text block]","","esrs:DisclosureOfActivitiesNegativelyAffectingBiodiversitySensitiveAreasExplanatory","False","textBlock","Duration","-","Item","Name: Commission Delegated Regulation (EU); Number: 2022/1288; Clause: Indicator 7 Activities negatively affecting biodiversity-sensitive areas; Section: Annex 1; Subsection: Table 1, Name: ESRS; Number: E4; Paragraph: 16; Subparagraph: a; Clause: i; Section: SBM-3"
"5","[304002] E4.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model","Disclosure of biodiversity-sensitive areas impacted [text block]","","esrs:DisclosureOfBiodiversitysensitiveAreasImpactedExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: E4; Paragraph: 16; Subparagraph: a; Clause: iii; Section: SBM-3"
"5","[304002] E4.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model","Material negative impacts with regards to land degradation, desertification or soil sealing have been identified","","esrs:MaterialNegativeImpactsWithRegardsToLandDegradationDesertificationOrSoilSealingHaveBeenIdentified","False","boolean","Duration","-","Item","Name: Commission Delegated Regulation (EU); Number: 2022/1288; Clause: Indicator 10 Land degradation, desertification, soil sealing; Section: Annex 1; Subsection: Table 2, Name: ESRS; Number: E4; Paragraph: 16; Subparagraph: b; Section: SBM-3"
"5","[304002] E4.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model","Own operations affect threatened species","","esrs:OwnOperationsAffectThreatenedSpecies","False","boolean","Duration","-","Item","Name: Commission Delegated Regulation (EU); Number: 2022/1288; Clause: Indicator 14 Natural species and protected areas; Section: Annex 1; Subsection: Table 2, Name: ESRS; Number: E4; Paragraph: 16; Subparagraph: c; Section: SBM-3"
"3","[304002] E4.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model","Material impacts, risks and opportunities and their interaction with strategy and business model - breakdown of sites [abstract]","","esrs:MaterialImpactsRisksAndOpportunitiesAndTheirInteractionWithStrategyAndBusinessModelBreakdownOfSitesAbstract","True","string","Duration","-","Item",""
"4","[304002] E4.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model","Material impacts, risks and opportunities and their interaction with strategy and business model - breakdown of sites [table]","","esrs:MaterialImpactsRisksAndOpportunitiesAndTheirInteractionWithStrategyAndBusinessModelBreakdownOfSitesTable","True","string","Duration","-","HypercubeItem",""
"5","[304002] E4.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model","Identifier of impact, risk and opportunity [typed axis]","","esrs:IdentifierOfImpactRiskAndOpportunityTypedAxis","True","string","Duration","-","DimensionItem",""
"5","[304002] E4.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model","Ecological status of areas [typed axis]","","esrs:EcologicalStatusOfAreasTypedAxis","True","string","Duration","-","DimensionItem",""
"5","[304002] E4.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model","Topical ESRS [axis]","","esrs:TopicalESRSAxis","True","string","Duration","-","DimensionItem",""
"6","[304002] E4.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model","All topics / topic unspecified / NA [member]","","esrs:TopicTopicUnspecifiedMember","True","domain","Duration","-","Item",""
"7","[304002] E4.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model","ESRS E4 Biodiversity and ecosystems [member]","","esrs:ESRSE4BiodiversityAndEcosystemsMember","True","domain","Duration","-","Item",""
"4","[304002] E4.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model","Material impacts, risks and opportunities and their interaction with strategy and business model - breakdown of sites [line items]","","esrs:MaterialImpactsRisksAndOpportunitiesAndTheirInteractionWithStrategyAndBusinessModelBreakdownOfSitesLineItems","True","string","Duration","-","Item",""
"5","[304002] E4.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model","Disclosure of list of material sites in own operations based on results of identification and assessment of actual and potential impacts on biodiversity and ecosystems [text block]","","esrs:DisclosureOfListOfMaterialSitesInOwnOperationsBasedOnResultsOfIdentificationAndAssessmentOfActualAndPotentialImpactsOnBiodiversityAndEcosystemsExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: E4; Paragraph: 16; Subparagraph: a; Section: SBM-3, Name: ESRS; Number: E4; Paragraph: 16; Subparagraph: a; Clause: ii; Section: SBM-3"
"1","[304006] E4.IRO-1 Description of processes to identify and assess material biodiversity and ecosystem-related impacts, risks, dependencies and opportunities (E4)","Disclosure of process to identify impacts, risks and opportunities and to assess which ones are material [text block]","","esrs:DisclosureOfProcessToIdentifyImpactsRisksAndOpportunitiesAndToAssessWhichOnesAreMaterialExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: 8; Section: IRO-1, Name: ESRS; Number: E5; Paragraph: 11; Section: IRO-1, Name: ESRS; Number: E1; Paragraph: 20; Section: IRO-1, Name: ESRS; Number: ESRS 2; Paragraph: 51; Section: IRO-1, Name: ESRS; Number: E4; Paragraph: 17; Section: IRO-1, Name: ESRS; Number: G1; Paragraph: 6; Section: IRO-1, Name: ESRS; Number: E2; Paragraph: 11; Section: IRO-1"
"2","[304006] E4.IRO-1 Description of processes to identify and assess material biodiversity and ecosystem-related impacts, risks, dependencies and opportunities (E4)","Actual and potential impacts on biodiversity and ecosystems at own site locations and in upstream and downstream value chain have been identified and assessed","","esrs:ActualAndPotentialImpactsOnBiodiversityAndEcosystemsAtOwnSiteLocationsAndInUpstreamAndDownstreamValueChainHaveBeenIdentifiedAndAssessed","False","boolean","Duration","-","Item","Name: ESRS; Number: E4; Paragraph: 17; Subparagraph: a; Section: IRO-1"
"3","[304006] E4.IRO-1 Description of processes to identify and assess material biodiversity and ecosystem-related impacts, risks, dependencies and opportunities (E4)","Disclosure of how actual and potential impacts on biodiversity and ecosystems at own site locations and in upstream and downstream value chain have been identified and assessed [text block]","","esrs:DisclosureOfHowActualAndPotentialImpactsOnBiodiversityAndEcosystemsAtOwnSiteLocationsAndInUpstreamAndDownstreamValueChainHaveBeenIdentifiedAndAssessedExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: E4; Paragraph: 17; Subparagraph: a; Section: IRO-1"
"2","[304006] E4.IRO-1 Description of processes to identify and assess material biodiversity and ecosystem-related impacts, risks, dependencies and opportunities (E4)","Dependencies on biodiversity and ecosystems and their services have been identified and assessed at own site locations and in upstream and downstream value chain","","esrs:DependenciesOnBiodiversityAndEcosystemsAndTheirServicesHaveBeenIdentifiedAndAssessedAtOwnSiteLocationsAndInUpstreamAndDownstreamValueChain","False","boolean","Duration","-","Item","Name: ESRS; Number: E4; Paragraph: 17; Subparagraph: b; Section: IRO-1"
